MetricXRef
0.0
0.0
0.5566824
0.06409308
0.08561805
0.0
0.0
0.23194334
0.0
4.446185
0.0
0.4921409
0.0
1.3040924
0.0
0.0
1.7621897
0.0
0.30093095
0.0
2.1729474
0.0
2.060565
0.0
2.6973052
0.6087192
0.0
0.0
0.52804494
0.18186072
0.797039
0.0
0.0
0.0
0.14579396
0.0
0.0
0.023969144
0.078615844
0.0
4.452317
0.027672112
0.0
0.23500083
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.42767224
0.0
0.0
0.0
0.0
0.6587076
0.0
0.0
0.33506763
0.0
0.0
0.0
0.0
0.0
1.0278047
0.0
3.8251047
0.0
1.6672704
0.0
0.30587244
0.0
1.3485719
0.0
0.43748122
1.1515692
0.0
0.0
0.4634917
0.13113053
0.8002826
0.4926104
0.24489939
2.216735
0.08462674
0.19330725
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5543591
0.0
0.075429216
0.0
0.0
0.0
0.112099476
0.5943915
0.3387113
0.0
0.09031126
0.0
0.19330725
0.0
0.0
0.0
0.0
0.0
0.05539505
0.0
0.0
0.0
0.0
0.0
0.3358176
0.0
0.0
0.18985045
0.0
0.008677036
0.1227378
0.0037726574
0.0
0.0
0.0
0.12395989
0.0037726574
0.46399587
2.4392276
1.0584962
0.3098081
4.3819256
0.0
0.0
0.0
0.0
0.0
0.036442056
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.80411804
1.7856796
0.0
0.0
0.0
1.074065
0.0
0.0037726574
0.12493568
0.04191488
0.13610566
0.0
0.0037726574
1.366451
0.067396626
1.3227623
0.07694298
0.3466142
0.0
0.0
0.0
0.0
0.0
0.43495685
0.0
0.5146946
0.0
0.0
0.0
0.77076197
0.0
0.0
0.0
0.0
4.362112
1.1374565
0.040887475
0.0
4.4666348
2.1592152
0.47996184
0.0
2.841355
2.356828
3.4426508
0.0
0.0
0.0
0.0867213
0.0
4.654004
0.0
0.34622025
0.0
2.5540237
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.8025619
0.0
0.0
0.0
0.0
3.027051
0.26432967
0.5907952
0.0
0.74141854
0.0
0.0
0.0
0.075773686
1.5968173
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.03574332
0.0
0.0
0.0
0.0
0.0
0.0
0.025715321
0.0
0.0
0.0
0.0
0.0
0.9709537
0.0
1.5325748
0.40685382
0.9950573
1.1366423
0.70975614
0.0
0.8299931
0.0
5.818178
0.1185852
0.0
1.489018
