SentBERTScore
0.83783746
0.9733354
0.97826165
0.99999994
0.9466509
0.9773168
0.99999976
0.97071695
0.9910903
0.89519715
0.9797425
0.97059
1.0000002
0.94590044
0.97201145
0.9341006
0.9799226
0.87210655
0.859925
0.9533882
0.87592304
0.94512475
0.92245924
0.9877053
0.92356074
0.94077367
0.852252
0.79582024
0.9736733
0.95789003
0.88977486
0.9819498
0.98352385
0.99999994
0.9466509
0.95847297
0.99999976
0.9594098
0.97742736
0.8823666
0.972108
1.0
1.0000002
1.0000001
1.0
0.9251975
0.9903587
0.87168837
0.9176689
0.9999999
1.0000001
1.0
1.0000002
0.988193
0.97359097
0.8824327
0.9527979
0.9584124
0.98186815
0.98521745
0.9451851
0.9906568
0.94995064
1.0000001
1.0000001
0.9996996
0.9558951
0.9808088
0.88419616
0.94215935
0.9999999
0.99559164
0.9253878
0.94136065
0.99092615
0.93229204
0.96579814
0.9369191
1.0000001
0.99999994
0.991987
1.0
0.91216564
0.92102057
0.94186455
0.886212
1.0000001
0.9992737
0.89349174
0.96938115
0.9764855
0.9698934
1.0000001
0.9772998
1.0
0.9999999
0.96726733
0.95208496
0.9649329
0.9999999
0.98501587
0.9169269
0.9422864
0.94411707
0.96291864
1.0
0.92069215
1.0000001
0.99999994
0.991987
1.0
1.0
1.0
0.9278749
0.88246155
1.0000001
0.9999997
1.0000002
0.9673977
1.0000001
0.89592195
0.9956443
1.0
0.9646725
0.8718149
0.9512075
0.89348036
0.82955384
0.9694375
0.94566095
0.9468012
0.9744432
0.9914056
1.0
0.98373926
0.9724787
0.9712642
0.95229906
0.99293804
0.9810829
1.0000001
0.98430717
0.9556651
0.9908136
0.98603404
0.99999994
1.0
0.8946232
0.8605758
0.856282
0.91991526
0.92175466
0.9385048
0.92463195
0.9465142
0.9891619
0.9143105
0.9511117
0.8878372
1.0000001
1.0000002
1.0
1.0
0.9487092
0.866871
0.89190614
0.9084584
0.95982444
0.9694375
1.0
0.93571454
0.9669108
0.98498726
1.0
0.98373926
0.9914694
0.9723259
0.9610794
0.98625004
1.0000002
1.0000001
0.950801
0.97411627
1.0000001
0.98603404
0.99999994
1.0
1.0
0.9157453
0.9226497
0.9355112
1.0
0.9227977
0.9462005
0.9531986
0.9891619
1.0000001
0.8769479
0.9780918
0.9999998
1.0000001
0.87923366
0.9965905
0.9273551
0.8756545
0.9511025
0.94328874
0.97353727
0.90662605
0.99914354
0.96409774
0.94500804
0.9999998
1.0000001
0.9326969
0.9258391
0.9209921
0.9999999
0.9946556
1.0
0.93365496
0.9540287
0.9985641
0.90962183
0.9807012
0.9500771
0.9999999
0.8977584
1.0
0.99999994
1.0000002
0.9046762
0.99999964
0.9394364
0.9538963
0.9792018
0.85911006
0.90057003
0.9130223
0.9540081
0.90370995
0.98789334
0.9747895
0.9999999
0.9999999
1.0
0.99999994
1.0000002
0.99999964
0.9040933
0.9596451
0.9550323
0.98761106
0.8630439
0.92203474
0.9891195
