SentChrf
20.58325748838829
76.02230603473024
51.91343425476585
100.0
83.40608465608467
80.67492045615812
100.0
62.945558601958226
72.3588399323952
4.5662100456621
91.55654089749848
62.05487293841695
100.0
38.0143821476315
61.1456266250495
62.21408744744179
87.18339128560473
17.1326855633295
8.047898159172085
69.49289072354087
2.3148148148148144
42.474011527377414
38.98855947574103
75.09187440086696
12.68395828005327
68.08922414774679
13.173603110324189
0.0
43.891698946552005
92.01329840103502
21.41037754849184
72.91149593980252
60.92354780137678
100.0
83.40608465608467
67.88838695281618
100.0
39.889728048911834
67.2323761073242
13.493598113883174
54.63682101728695
100.0
100.0
100.0
100.0
69.70633909547517
89.58401535607418
18.76675630085016
27.581289909213062
100.0
100.0
100.0
100.0
77.164393691673
51.62128887990536
46.568610043780055
31.52409932670241
71.03054059944868
53.367016397202164
39.64128464128464
55.29697759181701
81.40850511758956
49.67683161230939
100.0
100.0
96.81601747534891
17.857142857142854
64.68795093795093
38.159888546034615
40.4877119236387
100.0
73.98243912949796
53.68375723605977
53.38495541155653
91.84565434565434
58.687322163547364
64.21386279559425
21.495493031560482
100.0
100.0
78.83793429652562
100.0
45.178588664974754
5.681818181818182
52.30272100498817
11.363636363636363
100.0
93.00541370394312
5.208333333333333
67.49867253418081
96.91453964283662
65.81453082832076
100.0
69.38293188293189
100.0
100.0
48.386647998165195
62.92020545350441
76.14316771187646
100.0
74.00120950889732
41.04742330862628
47.35605010369108
88.95696795445868
73.13072469637856
100.0
23.591127379592823
100.0
100.0
78.83793429652562
100.0
100.0
100.0
24.86608807822429
13.676731793960922
100.0
100.0
100.0
63.77415283178798
100.0
76.9973544973545
19.720873786407765
100.0
66.09553046063475
15.288705679276616
59.71951217980972
44.78008664198669
22.99010202195731
52.99400741106754
66.81216931216932
68.98621175821798
77.8818091463019
81.5221896884708
100.0
86.90678698190393
75.8991566712155
65.59939234902653
58.13330569409916
91.31347008317043
65.32965810491686
100.0
81.26931464852102
36.58655130939506
73.47883597883599
81.82110562545346
100.0
100.0
4.9253389746635
33.55457227138643
28.310439686697126
54.7164563245295
39.98003579787966
55.33636125557352
38.12393451330636
28.399905400923636
86.85375697135142
37.58224886679339
82.39441046585385
13.43250411313585
100.0
100.0
100.0
100.0
