MetricXRef
0.7076746
0.0
0.0
0.0
4.9501805
0.0
0.14962918
2.844102
4.1778703
4.4045296
0.0
1.0588236
0.0
2.2755811
0.0
0.8671708
0.0
0.0
2.7055926
2.6769156
0.0
6.5322685
0.0
0.0
0.0
0.081849754
7.898838
1.6994823
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5617443
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.81024784
0.0
0.0
0.0
0.0
0.0
0.0
0.85641134
0.14042838
0.0
0.0
2.933526
0.29814842
0.27479148
0.20624353
0.0
2.4388733
0.3822012
1.0785533
0.0
1.2474948
0.0
0.0
0.004000053
4.5663757
0.5358007
0.0
0.0
1.7023683
0.0
0.0
0.101259395
0.0
0.37426138
1.2577903
3.3013577
1.0588236
3.0177677
1.5500541
0.0
1.5143147
6.598881
0.0
0.14127038
0.0
0.0
0.0
0.16073805
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.97094417
0.89704585
0.2450595
0.099941075
3.0316439
0.0
0.0
0.0
0.0
1.2410358
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.61583596
0.0
0.0
0.7076746
0.0
0.0
0.0
5.352952
1.8085201
0.31647155
0.6174177
1.6279556
0.0
0.326442
0.39379075
1.7167547
0.0
0.8427305
0.8989147
0.0
0.0
0.0
0.6883053
0.87885576
1.6067876
0.0
1.3967204
1.4619408
0.657534
0.73517543
0.0
1.4581854
0.87941927
0.0
0.0
0.14962918
0.0
0.32179868
1.2592843
0.14634809
0.75903684
0.0
0.34954512
0.28665802
0.0
0.5392904
0.14962918
0.0
0.0
0.29744524
0.1399581
0.0
0.57384956
0.032103345
0.0
0.0
0.0
0.0
0.0
0.030559868
0.0
0.5164325
0.0
0.0
0.004455626
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.36193225
0.0
0.0
0.0
0.09037605
0.0
0.0
0.0
0.0
0.0
1.7582265
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.7076746
0.0
0.0
0.019475386
7.757165
2.3172317
0.20531729
2.5590205
5.7053356
0.862666
0.31262988
2.0598154
0.0
0.14962918
0.9529333
0.69821465
0.0
10.616644
0.90740716
0.1399581
0.0
1.2533183
0.032103345
0.0
0.29598984
0.0
0.0
0.0
0.0
0.0
1.6773176
0.772232
0.0
1.5898682
1.046138
0.34563625
0.9137472
0.0
0.0
0.0
0.31661123
0.17659612
0.5014595
0.48325688
0.65247667
0.0
0.0
0.0
0.0
0.50720346
0.0
0.0
0.0
1.4612356
0.0
0.0
0.15735732
0.0
1.4453423
0.47652537
0.49539936
0.5950699
5.29035
0.0
0.18664941
10.520367
1.7729292
0.0
0.0
0.0
2.5038373
0.0
1.0588236
0.0
1.0785533
0.0
1.2588053
0.0
2.2126915
0.06300801
0.0
0.0
0.0
2.2674403
0.0
1.0588236
0.0
2.2755811
0.0
0.8671708
0.0
1.0890522
3.8013036
2.9866014
0.0
0.3856892
0.29744524
0.40073225
0.0
0.0
0.0
0.6323093
0.0
0.0
1.9333968
0.0
0.0147652775
0.4963935
0.0
0.0
0.105439976
0.0
0.0053121448
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5448984
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.98388684
0.0
0.00079768896
0.07938421
0.0
0.0
0.0
0.0
0.0
1.4612356
4.8163385
0.068483576
0.38543916
0.0
2.7323098
1.0588236
3.1336002
0.31672183
1.2474948
